TABLEDB_BEGIN
4
SECOND
Ns=0.3(810gpm)(15.7metric)
1.075,1.147
1.337,1.370
1.629,1.599
1.929,1.839
2.180,2.080
2.334,2.300
2.518,2.480
2.726,2.630
2.863,2.724
2.948,2.687
3.026,2.715
3.015,2.688
2.927,2.555
2.873,2.434
2.771,2.288
2.640,2.110
2.497,1.948
2.441,1.825
2.378,1.732
2.336,1.644
2.288,1.576
2.209,1.533
2.162,1.522
2.140,1.519
2.109,1.523
2.054,1.523
1.970,1.490
1.860,1.386
1.735,1.223
1.571,1.048
1.357,0.909
1.157,0.814
1.106,0.766
0.927,0.734
0.846,0.678
0.744,0.624
0.640,0.570
0.500,0.500
0.374,0.407
0.191,0.278
0.001,0.146
-0.190,0.023
-0.384,-0.175
-0.585,-0.379
-0.786,-0.585
-0.972,-0.778
-1.185,-1.008
-1.372,-1.277
-1.500,-1.560
-1.940,-2.070
-2.160,-2.480
-2.290,-2.700
-2.350,-2.770
-2.350,-2.800
-2.230,-2.800
-2.200,-2.760
-2.130,-2.710
-2.050,-2.640
-1.970,-2.540
-1.895,-2.440
-1.810,-2.340
-1.730,-2.240
-1.600,-2.120
-1.420,-2.000
-1.130,-1.940
-0.950,-1.900
-0.930,-1.900
-0.950,-1.850
-1.000,-1.750
-0.920,-1.630
-0.690,-1.420
TABLEDB_END
TABLEDB_BEGIN
21
SECOND
Ns=3.2(8760gpm)(170metric)
-2.350,-2.680
-2.160,-2.430
-1.930,-1.990
-1.540,-1.540
-1.080,-1.080
-0.710,-0.690
-0.340,-0.120
0.000,0.080
0.200,0.330
0.500,0.500
0.660,0.590
0.790,0.680
0.900,0.750
1.020,0.770
1.110,0.790
1.290,0.790
1.450,0.820
1.590,0.880
1.760,1.000
1.880,1.070
2.030,1.200
2.140,1.320
2.270,1.480
2.400,1.650
2.510,1.860
2.650,2.010
2.750,2.150
2.810,2.400
2.810,2.480
2.750,2.590
2.750,2.750
2.680,2.750
2.620,2.810
2.510,2.810
2.400,2.840
2.200,2.840
1.970,2.650
1.810,2.400
1.580,2.160
1.310,1.740
1.080,1.360
0.830,0.970
0.640,0.690
0.440,0.380
0.280,0.040
0.170,-0.040
0.090,-0.090
0.030,-0.290
0.000,-0.470
-0.050,-0.690
-0.140,-0.910
-0.260,-1.160
-0.400,-1.390
-0.610,-1.630
-0.780,-1.810
